category,bathrooms,bedrooms,has_photo,pets_allowed,price,square_feet,cityname,state,latitude,longitude,source,Conteo body
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,1050,250,Thousand Oaks,CA,34.2009,-118.8636,RentLingo,185
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,1050,250,Denver,CO,39.736,-104.9819,RentLingo,176
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,1045,250,Burke,VA,38.786,-77.2858,RentLingo,133
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,1025,250,Bellevue,WA,47.5988,-122.1507,RentLingo,173
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,1025,250,Desconocido,Desconocido,39.8163,-98.5576,RentLingo,186
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,1005,250,Wilton,CA,38.3918,-121.2234,RentLingo,174
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,1000,250,Woodland Hills,CA,34.1677,-118.6141,RentLingo,136
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,1000,250,Miami,FL,25.7603,-80.3005,RentLingo,170
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,1000,250,Hyattsville,MD,38.9633,-76.9375,RentLingo,178
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,1000,250,Westminster,CO,39.8644,-105.0454,RentLingo,181
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,1000,250,Aurora,CO,39.6828,-104.8078,RentLingo,173
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,1000,250,Arvada,CO,39.8228,-105.1107,RentLingo,178
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,1000,250,Seal Beach,CA,33.7606,-118.0806,RentLingo,133
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,975,250,San Marcos,CA,33.1463,-117.1694,RentLingo,190
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,965,250,Medford Lakes,NJ,39.8587,-74.8101,RentLingo,173
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,955,250,Glen Burnie,MD,39.1634,-76.6165,RentLingo,149
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,950,250,Littleton,CO,39.5816,-105.0387,RentLingo,177
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,950,250,Aurora,CO,39.6828,-104.8078,RentLingo,127
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,930,250,Concord,CA,37.9682,-122.0091,RentLingo,174
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,925,250,Lafayette,CO,39.9999,-105.0993,RentLingo,177
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,925,250,Chula Vista,CA,32.6197,-117.0226,RentLingo,132
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,925,250,Glen Burnie,MD,39.1634,-76.6165,RentLingo,180
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,915,250,Highlands Ranch,CO,39.5516,-104.969,RentLingo,178
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,900,250,Laurel,MD,39.0976,-76.8614,RentLingo,180
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,900,250,Orlando,FL,28.5163,-81.3644,RentLingo,176
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,900,250,Boulder,CO,40.0213,-105.2552,RentLingo,171
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,900,250,Aurora,CO,39.6828,-104.8078,RentLingo,172
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,900,250,La Puente,CA,34.0291,-117.9457,RentLingo,178
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,900,250,Anaheim,CA,33.8323,-117.9079,RentLingo,173
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,895,250,Commerce City,CO,39.8312,-104.8942,RentLingo,134
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,895,250,Arvada,CO,39.8228,-105.1107,RentLingo,176
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,875,250,Arlington,VA,38.8738,-77.1055,RentLingo,141
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,865,250,Naples,FL,26.1806,-81.7257,RentLingo,133
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,865,250,Atlanta,GA,33.7848,-84.3922,RentLingo,180
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,860,250,Sarasota,FL,27.3181,-82.4987,RentLingo,174
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,855,250,Aurora,CO,39.6828,-104.8078,RentLingo,179
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,850,250,Lorton,VA,38.69,-77.2065,RentLingo,177
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,850,250,Fort Lupton,CO,40.0994,-104.8079,RentLingo,287
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,850,250,Woodbridge,VA,38.6487,-77.3152,RentLingo,179
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,850,250,Nashville,TN,36.137,-86.783,RentLingo,175
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,850,250,Saint Petersburg,FL,27.7873,-82.6772,RentLingo,186
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,850,250,Portland,OR,45.5091,-122.6449,RentLingo,178
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,825,250,Joppa,MD,39.4324,-76.3552,RentLingo,174
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,805,250,Atlanta,GA,33.7848,-84.3922,RentLingo,179
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,800,250,Broomfield,CO,39.9156,-105.0876,RentLingo,186
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,800,250,Englewood,CO,39.6169,-104.919,RentLingo,181
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,800,250,Potomac,MD,39.0287,-77.2409,RentLingo,134
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,800,250,Deltona,FL,28.905,-81.2156,RentLingo,174
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,800,250,Lodi,CA,38.1255,-121.2878,RentLingo,170
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,800,250,Jacksonville,FL,30.2989,-81.6324,RentLingo,185
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,795,250,Parker,CO,39.4904,-104.7265,RentLingo,169
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,785,250,Fountain,CO,38.6968,-104.6969,RentLingo,132
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,785,250,Fort Collins,CO,40.5649,-105.0824,RentLingo,172
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,760,250,Loveland,CO,40.4067,-105.0984,RentLingo,174
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,755,250,Longwood,FL,28.7026,-81.3885,RentLingo,180
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,755,250,Bear,DE,39.6103,-75.6896,RentLingo,172
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,755,250,Hummelstown,PA,40.2776,-76.7088,RentLingo,134
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,750,250,Riverside,CA,33.945,-117.4074,RentLingo,166
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,750,250,Port Saint Lucie,FL,27.2897,-80.3421,RentLingo,141
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,750,250,Germantown,MD,39.1774,-77.2569,RentLingo,184
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,750,250,Charlotte,NC,35.2016,-80.8124,RentLingo,134
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,725,250,Nashville,TN,36.137,-86.783,RentLingo,134
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,725,250,Hiram,GA,33.8691,-84.7686,RentLingo,139
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,720,250,Converse,TX,29.4782,-98.2759,RentLingo,172
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,705,250,Houston,TX,29.7714,-95.4343,RentLingo,183
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,700,250,Apache Junction,AZ,33.4234,-111.5415,RentLingo,197
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,700,250,Austin,TX,30.3054,-97.7497,RentLingo,180
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,700,250,Broomfield,CO,39.9156,-105.0876,RentLingo,130
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,700,250,Scottsdale,AZ,33.5783,-111.8902,RentLingo,169
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,700,250,Orlando,FL,28.5163,-81.3644,RentLingo,167
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,700,250,Baltimore,MD,39.3191,-76.6126,RentLingo,193
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,700,250,Centennial,CO,39.6041,-104.8594,RentLingo,178
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,700,250,Lakewood,CO,39.6894,-105.1119,RentLingo,184
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,700,250,Kyle,TX,30.0066,-97.8071,RentLingo,129
housing/rent/apartment,1.0,0.0,Thumbnail,"Cats,Dogs",695,250,Cedar Falls,IA,42.5286,-92.4509,RentLingo,305
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,695,250,Summit,IL,41.7834,-87.8099,RentLingo,127
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,685,250,Columbia,SC,34.0505,-81.0098,RentLingo,173
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,685,250,Phoenix,AZ,33.5178,-112.0848,RentLingo,170
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,675,250,Houston,TX,29.7714,-95.4343,RentLingo,139
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,675,250,Coon Rapids,MN,45.1748,-93.3109,RentLingo,187
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,660,250,Phoenix,AZ,33.5178,-112.0848,RentLingo,128
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,650,250,Baltimore,MD,39.3191,-76.6126,RentLingo,176
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,650,250,Salem,OR,44.9545,-123.0072,RentLingo,138
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,650,250,Chiefland,FL,29.4832,-82.8641,RentLingo,176
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,650,250,San Antonio,TX,29.4624,-98.5253,RentLingo,176
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,650,250,Antioch,TN,36.0402,-86.6385,RentLingo,190
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,645,250,Surfside Beach,SC,33.6285,-78.9873,RentLingo,170
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,645,250,Charlotte,NC,35.2016,-80.8124,RentLingo,169
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,625,250,Venice,FL,27.0717,-82.3833,RentLingo,178
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,625,250,Desconocido,Desconocido,38.8098,-93.6516,RentLingo,174
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,610,250,Phoenix,AZ,33.5178,-112.0848,RentLingo,178
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,600,250,Spring Hill,FL,28.473,-82.5474,RentLingo,180
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,600,250,Tucson,AZ,32.2264,-110.9438,RentLingo,165
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,600,250,Dunwoody,GA,33.9369,-84.306,RentLingo,165
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,600,250,Santa Cruz,CA,36.9873,-122.016,RentLingo,133
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,600,250,Tampa,FL,28.0076,-82.4792,RentLingo,190
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,600,250,Houghton,MI,47.1165,-88.5631,RentLingo,133
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,600,250,Raleigh,NC,35.823,-78.6438,RentLingo,178
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,595,250,New Canton,VA,37.6465,-78.2899,RentLingo,176
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,580,250,Vero Beach,FL,27.6361,-80.4261,RentLingo,180
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,575,250,Coatesville,PA,39.9849,-75.8127,RentLingo,173
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,575,250,Winter Springs,FL,28.681,-81.2808,RentLingo,181
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,550,250,Clarksville,MD,39.2019,-76.951,RentLingo,180
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,550,250,Springfield,VA,38.7701,-77.2263,RentLingo,179
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,500,250,Little River,SC,33.8829,-78.6369,RentLingo,182
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,500,250,Bacliff,TX,29.5056,-94.9889,RentLingo,178
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,500,250,Paulden,AZ,34.8856,-112.4675,RentLingo,177
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",499,250,Frankfort,KY,38.2006,-84.9469,RentLingo,307
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,495,250,Phoenix,AZ,33.5178,-112.0848,RentLingo,187
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,200,250,Mount Airy,MD,39.3903,-77.1487,RentLingo,175
housing/rent/apartment,1.0,0.0,Thumbnail,"Cats,Dogs",1325,253,Seattle,WA,47.616,-122.3275,RentLingo,136
housing/rent/apartment,1.0,0.0,Thumbnail,"Cats,Dogs",1400,255,Kirkland,WA,47.7046,-122.1989,RentLingo,142
housing/rent/apartment,1.0,0.0,Thumbnail,"Cats,Dogs",1995,258,San Francisco,CA,37.7599,-122.4379,RentLingo,293
housing/rent/apartment,1.0,1.0,Thumbnail,Cats,710,265,Madison,WI,43.0724,-89.4003,RentLingo,306
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",1659,272,Washington,DC,38.9118,-77.0132,RentLingo,312
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,1600,272,San Leandro,CA,37.7078,-122.1435,RentLingo,177
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",850,273,Bloomington,IN,39.1471,-86.5136,RentLingo,317
housing/rent/apartment,1.0,0.0,Thumbnail,Cats,1900,275,Corona Del Mar,CA,33.6019,-117.8637,RentLingo,147
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,1505,275,Los Angeles,CA,34.0372,-118.2972,RentLingo,173
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,900,275,Gilbert,AZ,33.3423,-111.7755,RentLingo,180
housing/rent/apartment,1.0,0.0,Thumbnail,Cats,892,275,Chicago,IL,41.8625,-87.6825,RentLingo,282
housing/rent/apartment,1.0,1.0,Yes,Desconocido,705,275,Cincinnati,OH,39.1263,-84.5172,RentDigs.com,805
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,1240,280,Oxon Hill,MD,38.8077,-76.9886,RentLingo,176
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",870,285,Anchorage,AK,61.1723,-149.8414,RentLingo,156
housing/rent/apartment,1.0,0.0,Thumbnail,"Cats,Dogs",1095,286,Chicago,IL,41.8625,-87.6825,RentLingo,141
housing/rent/apartment,1.0,0.0,Thumbnail,"Cats,Dogs",1350,288,Seattle,WA,47.616,-122.3275,RentLingo,141
housing/rent/apartment,1.0,1.0,Yes,Desconocido,865,288,Oakdale,PA,40.3911,-80.1989,RentDigs.com,948
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",690,288,Tampa,FL,28.0076,-82.4792,RentLingo,293
housing/rent/apartment,1.0,0.0,Thumbnail,"Cats,Dogs",1099,290,Portland,OR,45.5091,-122.6449,RentLingo,136
housing/rent/apartment,1.0,1.0,Thumbnail,Cats,700,290,Minneapolis,MN,44.9855,-93.3023,RentLingo,321
housing/rent/apartment,1.0,0.0,Thumbnail,Desconocido,850,296,Iowa City,IA,41.6595,-91.535,RentLingo,141
housing/rent/apartment,1.0,0.0,Thumbnail,"Cats,Dogs",2200,300,Palo Alto,CA,37.4356,-122.134,RentLingo,140
housing/rent/apartment,1.0,1.0,Yes,Desconocido,2112,300,Ramsey,NJ,41.0591,-74.1452,RentDigs.com,867
housing/rent/apartment,1.0,1.0,Yes,Desconocido,1868,300,Monrovia,CA,34.1428,-117.9996,RentDigs.com,867
housing/rent/apartment,1.0,1.0,Yes,Desconocido,1785,300,Farmington,CT,41.7277,-72.8374,RentDigs.com,873
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",1575,300,Los Angeles,CA,34.0628,-118.2754,RentDigs.com,1020
housing/rent/apartment,1.0,1.0,Yes,Desconocido,1534,300,Gaithersburg,MD,39.1775,-77.1944,RentDigs.com,870
housing/rent/apartment,1.0,1.0,Yes,Desconocido,1470,300,Manchester,CT,41.7773,-72.5249,RentDigs.com,871
housing/rent/apartment,1.0,1.0,Yes,Desconocido,1470,300,Glen Burnie,MD,39.1627,-76.6354,RentDigs.com,871
housing/rent/apartment,1.0,1.0,Yes,"Cats,Dogs",1470,300,Columbia,MD,39.1723,-76.8514,RentDigs.com,870
housing/rent/apartment,1.0,2.0,Thumbnail,Desconocido,1425,300,Brooklyn,NY,40.6496,-73.9596,RentLingo,312
housing/rent/apartment,1.0,1.0,Yes,Desconocido,1386,300,Linthicum Heights,MD,39.2081,-76.661,RentDigs.com,874
housing/rent/apartment,1.0,0.0,Thumbnail,Desconocido,1195,300,Seattle,WA,47.616,-122.3275,RentLingo,131
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",995,300,Chicago,IL,41.9891,-87.6572,RentLingo,158
housing/rent/apartment,1.0,0.0,Thumbnail,Desconocido,975,300,Long Beach,CA,33.7815,-118.1934,RentDigs.com,412
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",911,300,Chicago,IL,41.8625,-87.6825,RentLingo,321
housing/rent/apartment,1.0,0.0,Thumbnail,"Cats,Dogs",900,300,Austin,TX,30.3054,-97.7497,RentLingo,131
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,800,300,Fort Collins,CO,40.5649,-105.0824,RentLingo,183
